Stop_ID,Stop_name,stop_lat,stop_lon,GEOID,County,trip_id,route_id,direction_,shape_id
501008,NORTHERN BL/166 ST,40.759478999999999,-73.799937999999997,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
501030,BELL BL/33 AV,40.772420000000004,-73.774467000000001,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
501031,BELL BL/32 AV,40.773567999999997,-73.774713000000006,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
501032,BELL BL/29 AV,40.775652000000001,-73.775160000000000,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
501033,BELL BL/28 AV,40.777368000000003,-73.775533999999993,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
501035,BELL BL/24 AV,40.779218000000000,-73.775480999999999,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
501037,BELL BL/23 AV,40.782777000000003,-73.776631000000009,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
501038,BELL BL/18 AV,40.783890000000000,-73.777426000000006,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
501039,BELL BL/16 AV,40.785742999999997,-73.778781000000009,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
501040,BELL BL/14 AV,40.788117999999997,-73.780810000000002,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
501041,BELL BL/212 ST,40.788716000000001,-73.782075000000006,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
501719,NORTHERN BL/ROOSEVELT AV,40.764142999999997,-73.809508999999991,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
503150,NORTHERN BL/147 ST,40.765087999999999,-73.818992000000009,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
503255,BELL BL/33 RD,40.771365000000003,-73.774236000000002,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
503274,NORTHERN BL/154 ST,40.764448000000002,-73.810590000000005,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
504429,BELL BL/24 AV,40.779720000000005,-73.775295000000000,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
504476,39 AV /138 ST,40.761009999999999,-73.827042000000006,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
904021,TOTTEN AV /CROSS ISLAND PKY,40.791352000000003,-73.780951999999999,36081,Queens County,CS_C9-Weekday-SDon-096500_MISC_781,Q16,0,Q160036
904022,BELL BL/35 AV,40.768902000000004,-73.773652999999996,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
904189,ROOSEVELT AV/MAIN ST,40.759619999999998,-73.830050999999997,36081,Queens County,,,,
500893,NORTHERN BL/MORGAN ST,40.771704999999997,-73.734696999999997,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500895,NORTHERN BL/LITTLE NECK PY,40.770447999999995,-73.735793999999999,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
